,ApplicationId,SubprojectId,FiscalYear,OrganisationName,OrganisationCity,OrganisationState,DepartmentType,ProjectNumber,ProjectSerialNumber,OrganisationCountry,ActivityCode,AwardAmount,IsActive,ProgramOfficers,AgencyICFundig,ProjectStartDate,ProjectEndDate,FundingOpportunityAnnouncements,AbstractText,ProjectTitle,PHRText,ProjectInvestigatorsName,ProjectInvestigatorsId
43,2855746,,1999,MOUNT SINAI SCHOOL OF MEDICINE OF NYU,NEW YORK,NY,INTERNAL MEDICINE/MEDICINE,5T32AA007275-21,AA007275,UNITED STATES,T32,194491,False,VISHNU  PUROHIT,National Institute on Alcohol Abuse and Alcoholism,1975-07-01T04:00:00Z,2002-06-30T04:00:00Z,,"APPLICANT'S ABSTRACT:  This request is for continuation of a research training program for 5 qualified post-doctoral U.S. fellows (with M.D. or Ph.D.). The members of our interdisciplinary team (10 M.D.'s and 6 Ph.D.'s) with expertise in ethanol metabolism, hepatology, gastroenterology, pharmacology, biochemistry, pathology, nutrition, immunology, anatomy, psychiatry and psychology, conduct studies on patients as well as experimental models of alcoholic injury; their objective is to investigate the biochemical and structural mechanism of the pathological effects of ethanol in order to improve diagnosis and treatment and to allow for early recognition through the development of biological markers and biochemical tests.  The trainees will be given the opportunity to acquire special skills in both clinical and basic research and to learn advanced techniques in biochemistry, molecular biology, pharmacology, electron microscopy, immunology, immuno cytochemistry, cell culture and experimental psychology.  In a 2-3 year apprenticeship with one or more of the senior investigators, the trainees will participate in projects selected on the basis of their interest and the relevance and interdisciplinary value of the question raised.  The trainees will attend and give seminars and special lectures in the field, contribute to literature (journal club) and manuscript reviews as well as grant applications, present papers at scientific meetings and acquire the skills needed to publish the research findings in reputable peer reviewed journals. These activities are carried out in an intellectual environment enriched by the presence of a score of international fellows, visiting professors and scientists on sabbaticals. The trainees will be selected on the basis of scholastic achievements, commitment to research in alcoholism and academic orientation.  The MD's will usually enter the program at the end of their clinical training (residencies in internal medicine or psychiatry).  This program is designed to encourage talented young individuals to enter the field of research on alcoholism and should prepare them to contribute successfully to the understanding and ability to handle alcohol problems.  Graduate students with clinical training will be allowed to spend 20 % of their time in clinical activities selected to allow them to maintain their acquired clinical skills. The trainees will have office and laboratory space at the Alcohol Research Center (Bronx Veterans Administration Medical Center), the Annenberg building of the Mount Sinai Medical Center and the laboratory of Dr. S. Fisher, North Shore Hospital, New York.  They will have access to a ten bed Medical Detoxification Unit (including an outpatient clinic), a Rehabilitation Unit (with a 20 bed ward and a clinic), supporting GI, Liver and Nutrition Units, as well as fully equipped biochemistry, pharmacology, immunology, molecular biology and electron microscopy laboratories.  Extensive animal facilities are available with rabbits, mice, rats, deermice, hamsters, baboons and common surgical suites and culture rooms. There are excellent library, computer and statistics support facilities at the Alcohol Research Ctr., the Bronx VA Medical Ctr., the North Shore Medical Ctr. and the Mount Sinai School of Medicine. ",PATHOGENESIS AND TREATMENT OF ALCOHOL INDUCED DISEASES,,CHARLES S LIEBER,1878147
44,2838014,,1999,"MAYO CLINIC COLL OF MEDICINE, ROCHESTER",ROCHESTER,MN,,5T32DK007013-22,DK007013,UNITED STATES,T32,91030,False,TRACY L RANKIN,National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2002-11-30T05:00:00Z,,,KIDNEY DISEASE RESEARCH TRAINING GRANT,,KARL A. NATH,1890747
45,2801473,,1999,UNIVERSITY OF WASHINGTON,SEATTLE,WA,PATHOLOGY,2T32GM007266-25,GM007266,UNITED STATES,T32,739789,False,,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2004-06-30T04:00:00Z,,"Our purpose is to continue and to enhance the Medical Scientist Training Program at the University of Washington. This program provides an opportunity for a group of highly qualified students, selected from a national pool, to pursue the M.D. and Ph.D. degrees concurrently. The overall aim of the program is to provide training for outstanding future medical researchers. Each student is trained in the methodology and logic of basic research as well as the disciplines of medicine. Our expectation is that our trainees will enter careers in medical research and make significant advances in the understanding of human disease processes. A major goal of this program is to achieve a sufficiently large number of MSTP students in each medical school class to establish medical research as major career objectives at the University of Washington. There are several unique features of the program: (1) Our program emphasizes training in molecular biology and bioengineering. (2) New students begin a period of laboratory rotations prior to beginning the fist year medical school curriculum. (3) The second year medical school curriculum occupies mainly afternoons, leaving some mornings free for graduate courses. (4) MSTP students meet regularly on a monthly basis at the school or at faculty homes to present their research and to discuss their future directions. In this program the MSTP student is able to pursue an in-depth research project and medical school studies. Being more intense than either a medical or graduate school program, this experience provides a unique perspective and orientation to medical research. Our overall goal is to train a coterie of excellent students to translate basic molecular research into important medical discoveries. ",MEDICAL SCIENTIST TRAINING PROGRAM,,LAWRENCE A LOEB,1860313
46,6800955,,2003,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,INTERNAL MEDICINE/MEDICINE,3T32DK007126-30S1,DK007126,UNITED STATES,T32,56446,False,TRACY L RANKIN,National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,RENAL DISEASE,,Marc Randall Hammerman,1888256
47,6603903,,2003,UNIVERSITY OF WASHINGTON,SEATTLE,WA,INTERNAL MEDICINE/MEDICINE,5T32HL007028-28,HL007028,UNITED STATES,T32,247662,False,Beth  Schucker,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2006-06-30T04:00:00Z,,,"NUTRITION, LIPID METABOLISM & ATHEROSCLEROSIS TRAINING",,ALAN  CHAIT,1863672
48,6603801,,2003,DUKE UNIVERSITY,DURHAM,NC,PATHOLOGY,5T32GM007171-29,GM007171,UNITED STATES,T32,1547332,False,Bert I. Shapiro,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2007-06-30T04:00:00Z,,"
 DESCRIPTION (provided by applicant): This is a renewal application for years       
 28-32 of GM07171 which supports the Medical Scientist Training Program (MSTP)      
 at Duke University. One of the first MSTP's, this Program has been continually     
 funded by the National Institutes of General Medical Sciences, the first ten       
 years as GM01678 (1966-1975) and the subsequent 26 years as GM07171                
 (1975-2001). The Program currently has an award of 36 funded positions and is      
 requesting the same number of slots in this renewal. However, the Program has      
 grown significantly since the previous application in 1996 when there were 42      
 students. Currently, there are 57 students and the Program will reach a new        
 steady state of 70-84 students. This number represents 10 to 12% of the Medical    
 School class. The additional funding is provided by the Medical and Graduate       
 Schools, the Duke Medical Alumni Association, and the Duke Endowment. In           
 addition, an $800,000 reserve fund has been created to cover unexpected            
 financial needs by the Program. As of this writing, 14 of 16 applicants            
 accepted by the Program have indicated their intention to matriculate here. The    
 current Program student body is quite diverse with 17.6% underrepresented          
 minority enrollment and a gender distribution that is 44% female. A large pool     
 of applicants (200-300 per year) has allowed us to recruit an outstanding group    
 of students. The structure of the Program is unchanged since the prior             
 application. It consists of a basic science core year, a clinical core year,       
 graduate school, and return to a final clinical year. The average program          
 length is 7.2 years. Students may spend their graduate years in the traditional    
 Medical School basic sciences, Chemistry, Zoology, and Biomedical Engineering.     
 Greater flexibility is now available to our students who may also opt a new        
 Biostatistics and Bioinformatics department, Economics, or Cognitive               
 Neuroscience/Psychology.                                                           
                                                                                    
",Medical Scientist Training Program,,Salvatore V Pizzo,1871037
49,6593292,,2003,HARVARD UNIVERSITY (MEDICAL SCHOOL),BOSTON,MA,MICROBIOLOGY/IMMUN/VIROLOGY,2T32GM007196-29,GM007196,UNITED STATES,T32,349028,False,Marcus M. Rhoades,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2006-06-30T04:00:00Z,,"DESCRIPTION (provided by applicant):  This training grant will support 17 graduate students usually for their first two years.  The goal of this program is to give the students the widest possible education in genetics and provide opportunities to work in many of the major areas of genetics research, including plant, microbial, yeast, Drosophila, C. elegans, Zebrafish, human genetics, genomics and bioinformatics and other areas.  The Training Grant sponsors regular genetics research presentations by more senior graduate students and three student-invited outside genetics seminar speakers.  Students are selected for the grant before matriculating on the basis of their interests and their agreement to take an introductory and an advanced genetic course.  Their progress is followed by faculty advisors who are members of the Training Grant and by the Director this Grant.  These students will be part of the Biological and Biomedical Sciences program which includes the following components: 1) Advising throughout their graduate career by a faculty member of the Training Grant; 2) a set of four core courses in genetics and other core subjects, a critical reading course, and advanced courses.  The total required number of courses is 8; 3) a regular fall poster session, regular faculty talks, student-organized fall retreat, Mini-Symposia on specialized topics and Departmental activities all of which introduce students to the range of lab research subjects available; 4) a program and course in Conduct of Science and a seminar speaker on social issues in genetics; 5) laboratory rotations during the first 12 months allowing students to try out three labs; 6) forums on careers in academic science and in alternative careers; 7) a qualifying examination and a thesis advisory committee to follow the progress of the student; 8) regular seminars on genetic subjects in Medical School basic science Departments.",Regul. of Gene Expression in Prokaryotes and Eukaryotes,,FRED M. WINSTON,1863326
0,6516819,,2002,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,INTERNAL MEDICINE/MEDICINE,5T32DK007006-29,DK007006,UNITED STATES,T32,304727,False,TRACY L RANKIN,National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,RENAL RESEARCH TRAINING PROGRAM,,MICHAEL P MADAIO,1896913
1,6452432,,2001,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,BIOLOGY,3T32GM007229-26S1,GM007229,UNITED STATES,T32,1,False,MARION M. ZATZ,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2002-06-30T04:00:00Z,,,TRAINING PROGRAM IN CELL AND MOLECULAR BIOLOGY,,RICHARD M SCHULTZ,1876102
2,6498577,,2002,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,INTERNAL MEDICINE/MEDICINE,5T32GM007170-28,GM007170,UNITED STATES,T32,1667949,False,Bert I. Shapiro,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2003-06-30T04:00:00Z,,,MEDICAL SCIENTIST TRAINING PROGRAM,,LAWRENCE F BRASS,6125110
3,6490319,,2002,VANDERBILT UNIVERSITY,NASHVILLE,TN,INTERNAL MEDICINE/MEDICINE,5T32HL007123-28,HL007123,UNITED STATES,T32,589228,False,Sandra  Colombini-Hatch,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,PATHOPHYSIOLOGY OF THE PULMONARY MICROCIRCULATION,,Gordon R Bernard,1859896
4,6490317,,2002,HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),BOSTON,MA,PUBLIC HEALTH & PREV MEDICINE,5T32HL007118-27,HL007118,UNITED STATES,T32,537528,False,Ann E. Rothgeb,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2006-06-30T04:00:00Z,,,LUNG BIOLOGY AND RESPIRATORY DISEASE,,Joseph D Brain,1889196
5,6490310,,2002,UNIVERSITY OF CALIFORNIA SAN DIEGO,LA JOLLA,CA,ENGINEERING (ALL TYPES),5T32HL007089-28,HL007089,UNITED STATES,T32,858851,False,Michael  Commarato,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2005-05-31T04:00:00Z,,,CARDIOVASCULAR ENGINEERING SCIENCE,,SHU  CHIEN,1876594
6,6490303,,2002,WEILL MEDICAL COLLEGE OF CORNELL UNIV,NEW YORK,NY,INTERNAL MEDICINE/MEDICINE,5T32HL007029-28,HL007029,UNITED STATES,T32,309544,False,Traci  Mondoro,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,INSTITUTIONAL RESEARCH FELLOWSHIP AWARD IN HEMATOLOGY,,Roy L Silverstein,1893827
7,6490300,,2002,JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,PUBLIC HEALTH & PREV MEDICINE,5T32HL007024-28,HL007024,UNITED STATES,T32,543120,False,Lorraine M Silsbee,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2005-05-31T04:00:00Z,,,CARDIOVASCULAR EPIDEMIOLOGY INSTITUTIONAL TRAINING,,JOSEF  CORESH,1877194
8,6490299,,2002,UNIVERSITY OF CALIFORNIA DAVIS,DAVIS,CA,INTERNAL MEDICINE/MEDICINE,5T32HL007013-25,HL007013,UNITED STATES,T32,151733,False,Ann E. Rothgeb,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2004-06-30T04:00:00Z,,,TRAINING IN COMPARATIVE LUNG BIOLOGY AND MEDICINE,,CARROLL E CROSS,6999203
9,6453886,,2002,DUKE UNIVERSITY,DURHAM,NC,PATHOLOGY,2T32GM007171-28,GM007171,UNITED STATES,T32,1440033,False,Bert I. Shapiro,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2007-06-30T04:00:00Z,,"
 DESCRIPTION (provided by applicant): This is a renewal application for years       
 28-32 of GM07171 which supports the Medical Scientist Training Program (MSTP)      
 at Duke University. One of the first MSTP's, this Program has been continually     
 funded by the National Institutes of General Medical Sciences, the first ten       
 years as GM01678 (1966-1975) and the subsequent 26 years as GM07171                
 (1975-2001). The Program currently has an award of 36 funded positions and is      
 requesting the same number of slots in this renewal. However, the Program has      
 grown significantly since the previous application in 1996 when there were 42      
 students. Currently, there are 57 students and the Program will reach a new        
 steady state of 70-84 students. This number represents 10 to 12% of the Medical    
 School class. The additional funding is provided by the Medical and Graduate       
 Schools, the Duke Medical Alumni Association, and the Duke Endowment. In           
 addition, an $800,000 reserve fund has been created to cover unexpected            
 financial needs by the Program. As of this writing, 14 of 16 applicants            
 accepted by the Program have indicated their intention to matriculate here. The    
 current Program student body is quite diverse with 17.6% underrepresented          
 minority enrollment and a gender distribution that is 44% female. A large pool     
 of applicants (200-300 per year) has allowed us to recruit an outstanding group    
 of students. The structure of the Program is unchanged since the prior             
 application. It consists of a basic science core year, a clinical core year,       
 graduate school, and return to a final clinical year. The average program          
 length is 7.2 years. Students may spend their graduate years in the traditional    
 Medical School basic sciences, Chemistry, Zoology, and Biomedical Engineering.     
 Greater flexibility is now available to our students who may also opt a new        
 Biostatistics and Bioinformatics department, Economics, or Cognitive               
 Neuroscience/Psychology.                                                           
                                                                                    
",Medical Scientist Training Program,,Salvatore V Pizzo,1871037
10,6452670,,2002,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,BIOLOGY,2T32GM007229-27A1,GM007229,UNITED STATES,T32,773823,False,MARION M. ZATZ,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,"
DESCRIPTION (provided by applicant): The Cell and Molecular Biology Predoctoral
Training Program at the University of Pennsylvania is a University-wide,
interdepartmental and interschool program for careers in modern biology. The
group of trainers consists of approximately 300 senior and younger faculty from
many parts of the University. These faculty are members of the Cell and
Molecular Biology Graduate Group. Graduate Groups, which are interdepartmental
and interschool in membership and fully responsible for graduate education, are
not the same as or coextensive with Departments. Individual Graduate Groups set
requirements for degrees, admit and monitor the progress of students and
eventually certify their degrees. This somewhat unusual arrangement, whereby
graduate education is handled by Graduate Groups rather than Departments,
promotes interaction among the many faculty having common interests in cell and
molecular biology, and contributes strongly to the interdisciplinary spirit of
graduate training and collaborative research in these areas at the University
of Pennsylvania. The mission of the training grant is to support students with
broadly defined interests in cell and/or molecular biology during the first two
years of graduate training while they explore and refine their research
interests. In general, incoming students are appointed for two years, and
second year students are appointed for one year. Trainees are selected annually
by an open and democratic process. Trainees are required to take a rigorous
course in Cell Biology and Molecular Biology, attend the annual retreat of the
Cell and Molecular Biology Graduate Group, and participate in a weekly meeting
in which each trainee presents a seminar once a year on either their rotation
or thesis research. In addition, junior trainers present research seminars to
the trainees. Trainees also choose a topic for and organize an annual
symposium. The training program has formal mechanisms to monitor trainees both
during and after their support from the training grant. In addition, the
training program has formal mechanisms to monitor trainers, as well as to
resolve any conflicts between trainees and trainers.",Training Program in Cell and Molecular Biology,,RICHARD M SCHULTZ,1876102
11,6380224,,2001,YALE UNIVERSITY,NEW HAVEN,CT,INTERNAL MEDICINE/MEDICINE,5T32DK007058-27,DK007058,UNITED STATES,T32,241982,False,JAMES F HYDE,National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2004-06-30T04:00:00Z,,"This proposal seeks continued support for the Yale research training program in Diabetes Mellitus and Disorders of Metabolism. The application seeks maintenance of the current level of funding (5 stipends per year) to serve as the core source of support for postdoctoral research training in diabetes and endocrinology at the Yale School of Medicine. The request is based on our record of attracting a strong applicant pool for this program, the high level of research productivity of the training faculty, and the continuing shortage of physician-scientists in both adult and pediatric endocrinology/diabetes. A major goal of the program is to develop physician-scientists who possess the requisite laboratory skills to pursue and compete effectively in academic medicine. Physician trainees entering the program will have an M.D. or M.D./Ph.D. degree and at least 2-3 years of clinical training in medicine or pediatrics. Ph.D. scientists are also recruited to the program since we believe their participation is critical to the training environment. Heavy emphasis in the selection process is given to those applications demonstrating potential and desiring research training for a career in clinical investigation. The duration of the training period is three years so as to provide a more in-depth training experience. The cornerstone of the curriculum involves the participation by the trainee in a specific laboratory project under the direction of a designated preceptor. The research projects offered span the gamut from clinical investigation to basic science and are designed to develop the laboratory skills required for a faculty appointment in internal medicine, pediatrics, or in a basic science department. The scope of the program has been expanded to provide the trainees with greater exposure to state-of-the-art laboratory techniques. Research opportunities are available in three major areas: 1) pathophysiology of diabetes, 2) immunology of diabetes, and 3) developmental and bone biology. Trainees have the opportunity to participate in ongoing projects involving collaborations with basic science departments in genetics, cell biology and immunobiology. Close interactions among preceptors within each programmatic area serve to further enrich the training experience. Instruction is also provided by means of an organized series of lectures, research seminars, and journal clubs. ",DIABETES MELLITUS AND DISORDERS OF METABOLISM,,ROBERT S SHERWIN,1882029
12,6380223,,2001,BOSTON UNIVERSITY MEDICAL CAMPUS,BOSTON,MA,INTERNAL MEDICINE/MEDICINE,5T32DK007053-28,DK007053,UNITED STATES,T32,138058,False,TRACY L RANKIN,National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,RESEARCH TRAINING IN NEPHROLOGY,,DAVID J SALANT,1883548
13,6731098,,2004,DUKE UNIVERSITY,DURHAM,NC,INTERNAL MEDICINE/MEDICINE,5T32HL007101-29,HL007101,UNITED STATES,T32,231608,False,Beth  Schucker,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2006-03-31T05:00:00Z,,"DESCRIPTION (Applicant's Abstract) Duke University Medical Center has been engaged in the training of clinicians and scientists in the area of cardiovascular diseases -for over 40 years. Much of this success can be attributed to 25 years of funding of the Cardiovascular Training Program Grant.  This application is a competitive renewal for our Cardiovascular Training Program Grant, which was last funded in 1996.  The cardiovascular training program represents the integrated efforts of the Departments of Medicine, Surgery, Cell Biology, Pediatrics, Pharmacology, Engineering, and Genetics to train postdoctoral cardiovascular physician-scientists.  This will be accomplished by providing a multidisciplinary faculty and environment to trainees in order to foster and develop excellence in biomedical research related to the cardiovascular system.  The underlying philosophy of this program will be to integrate training and research by creating an environment that facilitates the natural linkages among programs and departments throughout the University.  An extended period of research (2 years or more) will be provided to trainees under the mentorship of program faculty who will closely supervise and direct the academic career development of the trainee.  This program will provide an important mechanism for supporting trainees during a critical period of postgraduate medical training and provide an environment conducive to a research-oriented career.  During this time, trainees will be ""protected"" from clinical responsibilities and immersed in research to obtain the background and experience necessary to establish themselves an independent investigators in academic institutions.  The individual mentor will provide skills such as experimental design, data analysis, and manuscript and grant preparation during the training period. The goal of this program is to continue this history of productivity by creating an environment that will ensure that Duke will continue to contribute to the development of young investigators capable of pursuing successful research careers in cardiovascular fields.  The current application will describe the modifications and improvements that have been recently implemented and will discuss Duke""s ongoing commitment to train the next generation of cardiovascular researchers.  The training program emphasizes the training of physician-scientists, and to this end, approximately 90% of the trainees will be MDs or MD/PhDs. ",Multidisciplinary Heart and Vascular Diseases,,Howard A Rockman,1882946
14,6789827,,2003,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,INTERNAL MEDICINE/MEDICINE,3T32DK007120-29S2,DK007120,UNITED STATES,T32,28374,False,JAMES F HYDE,National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,DIABETES AND RELATED METABOLIC DISEASES,,Marshall Alan PERMUTT,6365732
15,6330787,,2000,UNIVERSITY OF WASHINGTON,SEATTLE,WA,DENTISTRY,3T32DE007023-25S1,DE007023,UNITED STATES,T32,249146,False,James A Lipton,National Institute of Dental and Craniofacial Research,1975-07-01T04:00:00Z,2002-06-30T04:00:00Z,DE9304,,ORAL BIOLOGY TRAINING - SALIVARY SECRETIONS,,Kenneth T Izutsu,1877343
16,6343314,,2001,UNIVERSITY OF CALIFORNIA DAVIS,DAVIS,CA,INTERNAL MEDICINE/MEDICINE,5T32HL007013-24,HL007013,UNITED STATES,T32,112365,False,Ann E. Rothgeb,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2003-06-30T04:00:00Z,,,TRAINING IN COMPARATIVE LUNG BIOLOGY AND MEDICINE,,CARROLL E CROSS,6999203
17,6343316,,2001,WEILL MEDICAL COLLEGE OF CORNELL UNIV,NEW YORK,NY,INTERNAL MEDICINE/MEDICINE,5T32HL007029-27,HL007029,UNITED STATES,T32,118203,False,Traci  Mondoro,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,INSTITUTIONAL RESEARCH FELLOWSHIP AWARD IN HEMATOLOGY,,Roy L Silverstein,1893827
18,6375523,,2001,UNIVERSITY OF WASHINGTON,SEATTLE,WA,PATHOLOGY,5T32CA009437-20,CA009437,UNITED STATES,T32,552616,False,DAVID J ECKSTEIN,National Cancer Institute,1975-07-01T04:00:00Z,2003-05-31T04:00:00Z,,,MOLECULAR TRAINING PROGRAM IN CANCER RESEARCH - COMPETIN,,LAWRENCE A LOEB,1860313
19,6313920,,2001,UNIVERSITY OF ROCHESTER,ROCHESTER,NY,INTERNAL MEDICINE/MEDICINE,2T32HL007152-26,HL007152,UNITED STATES,T32,200741,False,Traci  Mondoro,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2006-06-30T04:00:00Z,,"DESCRIPTION (Applicant's Abstract) The goal of this program is to provide the postdoctoral training needed for a successful investigative career in Hematology.  This training program was begun in 1975 and has provided training to 52 current or past postdoctoral scientists and physicians.  Of these, a large proportion are in academic medicine and many continue in clinical or basic science research.  During the current funding period, six trainees have been supported.  Of four who completed their training, two currently have academic positions and one has accepted a position for the beginning of the next academic year.  The program is centered in the Vascular Medicine Unit at the University of Rochester Medical Center but is interdepartmental with faculty from adult and pediatric Hematology/Oncology, Biochemistry and Biophysics, and Pharmacology and Physiology.  The program will be directed by Dr. Charles Francis, Chief of the Vascular Medicine Unit, assisted by an Executive Committee comprised of three of the faculty.  It will offer an intensive, focused, two or three year training experience in hematology research that will include didactic course work, lectures, informal seminars, a close mentoring relationship with a faculty member and a research project.  All trainees will complete a didactic training program provided by the Rochester Clinical Research Curriculum supported by a K30 award that will include principles of scientific writing; issues related to technology transfer, funding and industrial relations; and grant writing skills.  Trainees with an M.D. degree may pursue patient- oriented research and additional didactic course work in biostatistics, epidemiology, and outcomes research is available.  Either Ph.D. or M.D. trainees may pursue basic research in the laboratory of one of the faculty. Each trainee's program will be approved by the Executive Committee and monitored by the Training Committee.  The mentor relationship between faculty and trainee is emphasized, and the faculty are committed to providing necessary support, encouragement, and resources necessary to begin an independent investigative career.  Trainee candidates are typically recruited from the Hematology/Oncology fellowship programs and from Ph.D. candidates in the departments of Pathology, Biochemistry and Biophysics, and Pharmacology and Physiology.  The University of Rochester Medical Center is a research-intensive institution with a new major commitment to further increasing research and offers an ideal environment for this training program. ",GRADUATE TRAINING HEMATOLOGY RESEARCH,,Charles W. Francis,1860669
20,6313917,,2001,DUKE UNIVERSITY,DURHAM,NC,INTERNAL MEDICINE/MEDICINE,2T32HL007101-26,HL007101,UNITED STATES,T32,446801,False,Beth  Schucker,National Heart Lung and Blood Institute,1975-07-01T04:00:00Z,2006-03-31T05:00:00Z,,"DESCRIPTION (Applicant's Abstract) Duke University Medical Center has been engaged in the training of clinicians and scientists in the area of cardiovascular diseases -for over 40 years. Much of this success can be attributed to 25 years of funding of the Cardiovascular Training Program Grant.  This application is a competitive renewal for our Cardiovascular Training Program Grant, which was last funded in 1996.  The cardiovascular training program represents the integrated efforts of the Departments of Medicine, Surgery, Cell Biology, Pediatrics, Pharmacology, Engineering, and Genetics to train postdoctoral cardiovascular physician-scientists.  This will be accomplished by providing a multidisciplinary faculty and environment to trainees in order to foster and develop excellence in biomedical research related to the cardiovascular system.  The underlying philosophy of this program will be to integrate training and research by creating an environment that facilitates the natural linkages among programs and departments throughout the University.  An extended period of research (2 years or more) will be provided to trainees under the mentorship of program faculty who will closely supervise and direct the academic career development of the trainee.  This program will provide an important mechanism for supporting trainees during a critical period of postgraduate medical training and provide an environment conducive to a research-oriented career.  During this time, trainees will be ""protected"" from clinical responsibilities and immersed in research to obtain the background and experience necessary to establish themselves an independent investigators in academic institutions.  The individual mentor will provide skills such as experimental design, data analysis, and manuscript and grant preparation during the training period. The goal of this program is to continue this history of productivity by creating an environment that will ensure that Duke will continue to contribute to the development of young investigators capable of pursuing successful research careers in cardiovascular fields.  The current application will describe the modifications and improvements that have been recently implemented and will discuss Duke""s ongoing commitment to train the next generation of cardiovascular researchers.  The training program emphasizes the training of physician-scientists, and to this end, approximately 90% of the trainees will be MDs or MD/PhDs. ",MULTIDISCIPLINARY HEART AND VASCULAR DISEASES,,Howard A Rockman,1882946
21,6323566,,2001,UNIVERSITY OF CALIFORNIA BERKELEY,BERKELEY,CA,BIOCHEMISTRY,2T32CA009179-26A1,CA009179,UNITED STATES,T32,207794,False,LESTER S. GORELIC,National Cancer Institute,1975-07-01T04:00:00Z,2006-06-30T04:00:00Z,,,Molecular Immunology & Tumor Biology,,JAMES P ALLISON,1888724
22,2909739,,1999,UNIVERSITY OF IOWA,IOWA CITY,IA,ORTHOPEDICS,5T32AR007075-25,AR007075,UNITED STATES,T32,74874,False,James S. Panagis,National Institute of Arthritits and Musculoskeletal and Skin Diseases,1975-07-01T04:00:00Z,2001-04-30T04:00:00Z,,"The long term objective of the University of Iowa Research Training             
Program in Skeletal Disorders is to improve treatment of musculoskeletal        
injuries and diseases including fractures, joint injuries, arthritis and        
skeletal deformities by increasing the number of investigators who will         
advance understanding of the musculoskeletal system. The specific aims          
include attracting talented postdoctoral trainees with either M.D. or           
Ph.D. degrees to careers in musculoskeletal research, stimulating them to       
investigate clinically important musculoskeletal problems, providing them       
with high quality research education that will prepare them to be               
productive investigators and promoting collaborative research among M.D.        
and Ph.D. scientists with different areas of expertise. During their            
research training program the individuals selected for this program will        
learn specific research skills, design and perform research projects, and       
apply their research skills to advance understanding of clinical problems       
of the musculoskeletal system. Trainees will first develop detailed             
research protocols with the assistance of a senior investigator. The            
protocols will then be reviewed by a committee consisting of Joseph             
Buckwalter, M.D., Richard Brand, M.D., Thomas Brown, Ph.D. and Reginald         
Cooper, M.D. Following this review the protocol will be refined and the         
individual will proceed with their research program with guidance from a        
senior investigator for one to three years. They will work in one of the        
four Orthopaedic departmental laboratories (i.e., the biomechanics              
laboratory, the cell and molecular biology laboratory, the morphology and       
ultrastructure laboratory or the bone healing laboratory). Trainees may         
also spend part of their time in a laboratory in another department within      
the University, or less frequently travel to a laboratory at another            
institution to learn a specific research technique. The emphasis is placed      
on trainees learning to develop and conduct their own research programs so      
that at the end of their training program they are prepared to function as      
productive independent investigators and to collaborate with other              
scientists. The senior investigator and the Departmental Research               
Committee will monitor the trainee's progress to ensure that at the             
completion of training they will have the skills and knowledge to pursue        
independent investigations of the highest quality that will have                
significant impact on important clinical problems of the musculoskeletal        
system.                                                                         
",RESEARCH TRAINING IN SKELETAL DISORDERS,,JOSEPH A. BUCKWALTER,1866797
